CLIENTNUM,Attrition_Flag (Customer turnover),Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,loanProbability,Loan
711120333,Existing Customer,43,M,5,Unknown,Married,$60K - $80K,Blue,36,5,1,7411,1341,18%,0.60954966,1
714100008,Attrited Customer,47,F,2,College,Married,Less than $40K,Blue,36,2,3,5667,2517,44%,0.5071010801085183,1
798030933,Existing Customer,47,M,4,College,Single,$60K - $80K,Blue,41,2,3,15594,0,0%,0.7722222775848941,0
708223383,Attrited Customer,47,F,3,High School,Married,Unknown,Blue,39,3,4,11410,979,9%,0.726630488,1
708705783,Attrited Customer,47,M,3,Doctorate,Married,$60K - $80K,Blue,36,3,1,1584,1214,77%,0.6929293229625251,1
778949133,Existing Customer,44,M,1,Uneducated,Married,$80K - $120K,Blue,29,3,3,13298,1694,13%,0.5356887844391518,1
709017258,Attrited Customer,51,F,2,Unknown,Married,Less than $40K,Blue,36,2,2,2114,0,0%,0.26580204,1
709161108,Attrited Customer,44,M,1,Unknown,Single,$60K - $80K,Blue,33,2,4,2540,0,0%,0.2682950044339458,0
716842908,Existing Customer,41,F,5,Uneducated,Single,Less than $40K,Blue,30,2,1,1762,1051,60%,0.5176178651279449,0
787513533,Existing Customer,47,F,1,Uneducated,Married,Less than $40K,Blue,36,3,3,2245,1503,67%,0.33600285883928366,0
717949983,Existing Customer,47,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,3,8168,2137,26%,0.33169948998547516,0
714089658,Attrited Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,36,2,1,2238,0,0%,0.32940735368700214,0
718863258,Attrited Customer,54,F,2,Doctorate,Married,Less than $40K,Blue,41,2,3,3881,2517,65%,0.46459826183648956,0
717549408,Existing Customer,44,M,4,Graduate,Married,$80K - $120K,Blue,36,1,3,20485,0,0%,0.7707751322981389,1
807600633,Existing Customer,44,F,2,Doctorate,Divorced,Unknown,Blue,39,4,1,9856,671,7%,0.6741320532210726,0
770293758,Existing Customer,44,M,3,High School,Single,Less than $40K,Blue,38,1,2,2111,1047,50%,0.49961226894822874,1
765584208,Existing Customer,43,F,3,Unknown,Divorced,Less than $40K,Blue,30,2,1,2905,2079,72%,0.32396359558396237,0
811989858,Existing Customer,49,M,4,Uneducated,Unknown,$60K - $80K,Silver,44,3,2,32244,0,0%,0.6072234861315277,0
721276383,Existing Customer,47,F,2,Post-Graduate,Divorced,$40K - $60K,Blue,33,2,3,5624,1216,22%,0.579634405,0
708585933,Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,36,2,3,1656,1429,86%,0.5312002211532885,1
713283933,Attrited Customer,42,M,2,Uneducated,Married,$40K - $60K,Blue,30,3,3,3032,0,0%,0.25597048794741245,0
714915633,Attrited Customer,42,M,0,High School,Single,$60K - $80K,Blue,36,3,6,15699,0,0%,0.40576073817238334,0
709236633,Existing Customer,40,F,3,Uneducated,Divorced,$40K - $60K,Blue,28,1,3,6608,2270,34%,0.34223073371972224,0
827948133,Existing Customer,47,F,3,Graduate,Single,Less than $40K,Blue,43,2,4,5062,1423,28%,0.39693915791605994,1
718946358,Existing Customer,44,M,3,Uneducated,Single,$40K - $60K,Blue,30,3,2,1547,0,0%,0.3619442633247698,0
714400308,Existing Customer,60,F,0,Uneducated,Single,Less than $40K,Silver,49,1,1,11060,1647,15%,0.1014116121207814,0
789670533,Existing Customer,41,F,2,High School,Married,$40K - $60K,Blue,26,1,2,1438.3,0,0%,0.4665674585086096,0
770942283,Existing Customer,46,F,2,Unknown,Single,Less than $40K,Blue,33,3,2,3670,0,0%,0.30107598468951613,1
827074758,Existing Customer,42,F,3,Uneducated,Single,Less than $40K,Blue,38,1,4,1538,868,56%,0.4172001000083506,0
818326083,Existing Customer,54,F,3,High School,Married,$40K - $60K,Blue,49,1,2,1438.3,886,62%,0.5343526449625492,0
712292133,Attrited Customer,45,F,3,College,Married,Less than $40K,Blue,36,2,4,2330,2294,99%,0.5384279500834137,0
709449333,Existing Customer,49,M,1,High School,Single,$60K - $80K,Blue,40,2,2,3170,1428,45%,0.365465928,0
788840283,Existing Customer,42,F,2,Post-Graduate,Divorced,Less than $40K,Blue,26,2,3,2120,1527,72%,0.4876213728512804,0
716013858,Existing Customer,53,M,0,Graduate,Single,$80K - $120K,Blue,34,1,4,20231,1434,7%,0.3481599292972144,0
712229283,Attrited Customer,48,F,4,Doctorate,Unknown,Unknown,Blue,24,2,3,1438.3,0,0%,0.6081526689735431,1
751422258,Existing Customer,45,F,4,Graduate,Married,Less than $40K,Blue,38,3,2,5583,0,0%,0.5499067386251434,0
715691808,Existing Customer,41,F,3,Uneducated,Divorced,Less than $40K,Blue,30,3,4,7764,621,8%,0.4467116043673552,0
794273283,Attrited Customer,51,M,3,Uneducated,Single,$80K - $120K,Blue,45,3,3,25670,0,0%,0.6603827149829988,0
788838033,Attrited Customer,45,M,2,College,Single,$60K - $80K,Blue,29,2,4,3841,0,0%,0.43068657244723485,0
712778658,Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,39,3,3,2001,909,45%,0.48435523033766276,0
789580908,Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,37,2,2,8512,1471,17%,0.4376442679369673,0
778965183,Existing Customer,47,F,3,Uneducated,Divorced,$40K - $60K,Blue,30,3,2,5869,2517,43%,0.45864143412628966,0
714462558,Existing Customer,44,F,5,Unknown,Married,Unknown,Blue,36,2,3,5791,0,0%,0.596371627,0
789013833,Attrited Customer,50,M,2,High School,Married,$120K +,Silver,37,2,1,34516,399,1%,0.6247472727003683,1
800869758,Existing Customer,49,M,3,Unknown,Married,$80K - $120K,Blue,43,1,1,2191,1414,65%,0.5370811892595542,0
807426033,Existing Customer,37,M,2,Unknown,Single,$60K - $80K,Blue,32,1,1,2865,1176,41%,0.35555737125688847,0
720091083,Existing Customer,43,M,4,Graduate,Married,$120K +,Blue,31,1,3,6467,1887,29%,0.6032859714614569,0
711918033,Attrited Customer,37,F,3,Unknown,Married,Less than $40K,Blue,17,1,3,1468,1074,73%,0.4243835873526955,1
709679658,Existing Customer,58,F,2,Graduate,Single,$40K - $60K,Blue,50,3,3,5386,0,0%,0.3530844603659955,1
779296908,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,28,3,3,1438.3,576,40%,0.4121030717269146,1
720682308,Existing Customer,59,F,0,Uneducated,Single,Unknown,Blue,46,1,4,5402,892,17%,0.16101054255986766,0
714084483,Attrited Customer,49,F,3,Uneducated,Single,Unknown,Blue,36,2,3,3855,211,6%,0.3776928713464518,0
719495958,Attrited Customer,42,F,1,Unknown,Married,Less than $40K,Blue,36,3,4,2983,0,0%,0.22822756645601722,0
789775308,Existing Customer,54,F,2,Doctorate,Divorced,Less than $40K,Blue,43,1,3,1438.3,1120,78%,0.5385946283551621,1
714726858,Attrited Customer,31,F,0,Post-Graduate,Divorced,Less than $40K,Blue,36,3,3,4871,0,0%,0.3662719484281869,0
709749483,Existing Customer,40,F,2,Graduate,Unknown,Less than $40K,Blue,29,1,2,2636,1953,74%,0.3005294029274291,0
710926383,Existing Customer,32,F,2,Post-Graduate,Married,$40K - $60K,Blue,24,3,1,1553,1177,76%,0.5343510079215392,0
717172308,Attrited Customer,45,F,3,High School,Married,$40K - $60K,Blue,37,2,4,3304,0,0%,0.46770216466649134,0
771795933,Attrited Customer,49,M,4,Unknown,Single,$120K +,Blue,38,3,4,34516,2517,7%,0.637448363,1
785024808,Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,47,2,3,3378,2134,63%,0.3752274046567215,1
710277183,Existing Customer,34,F,3,Uneducated,Single,$40K - $60K,Blue,27,2,4,2313,1775,77%,0.3599806609793965,0
714647808,Existing Customer,49,F,0,Graduate,Single,Less than $40K,Blue,39,3,0,2434,0,0%,0.20350436305464412,0
709857033,Existing Customer,60,F,1,College,Single,$40K - $60K,Blue,50,1,3,1438.3,0,0%,0.3566014592291311,0
714283458,Existing Customer,40,M,2,College,Single,$80K - $120K,Blue,36,1,4,14544,0,0%,0.6246723283385742,0
804829533,Attrited Customer,59,M,0,High School,Single,$60K - $80K,Blue,54,6,6,24621,471,2%,0.352778864,1
716702358,Existing Customer,44,F,2,Unknown,Married,Less than $40K,Blue,33,3,2,2337,698,30%,0.4431135508850844,0
720028683,Existing Customer,49,F,2,High School,Married,$40K - $60K,Blue,39,3,4,2720,1926,71%,0.4975941618431393,0
757044033,Existing Customer,44,M,2,Graduate,Unknown,$80K - $120K,Blue,37,1,3,1965,1021,52%,0.35256607465795814,0
719672283,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Silver,39,2,4,33122,1587,5%,0.7324037173495309,1
719054733,Existing Customer,52,F,0,Post-Graduate,Single,Less than $40K,Blue,40,3,2,1438.3,797,55%,0.34072017123391113,0
793336383,Existing Customer,47,F,1,High School,Married,Less than $40K,Blue,41,3,4,2709,2034,75%,0.26982207003714315,0
795599883,Attrited Customer,57,F,2,Uneducated,Married,Unknown,Blue,51,6,2,2404,284,12%,0.32042802964220807,1
715650783,Existing Customer,41,M,2,High School,Married,$60K - $80K,Blue,36,2,2,4499,0,0%,0.532310074,0
711819708,Attrited Customer,33,F,3,Post-Graduate,Unknown,Unknown,Blue,25,2,4,4734,2517,53%,0.4537602414306394,0
713041683,Attrited Customer,55,M,2,Graduate,Married,$120K +,Blue,36,2,4,4697,0,0%,0.37041507446155314,0
779544708,Existing Customer,50,M,2,Unknown,Married,$120K +,Gold,35,5,3,34516,668,2%,0.42729263568126297,1
712967508,Existing Customer,47,M,3,Doctorate,Unknown,$60K - $80K,Blue,36,1,2,2572,1093,43%,0.6151066184094939,1
710231433,Existing Customer,56,M,1,Uneducated,Unknown,$60K - $80K,Blue,43,1,4,3110,2378,77%,0.27890509791410983,0
817960533,Existing Customer,41,M,4,Unknown,Married,$60K - $80K,Blue,36,3,2,1734,857,49%,0.5862098159805627,0
713431008,Existing Customer,46,F,5,High School,Married,Unknown,Blue,36,3,0,3562,0,0%,0.6327375487362059,1
709663608,Attrited Customer,43,F,1,Graduate,Married,Less than $40K,Blue,36,2,4,1536,0,0%,0.3309589378973463,1
754851783,Existing Customer,39,M,4,High School,Married,$60K - $80K,Blue,32,2,2,19198,2218,12%,0.7856694134083592,1
808743558,Existing Customer,42,F,3,High School,Married,Unknown,Blue,37,3,3,4540,2517,55%,0.4598953429260766,1
778905033,Existing Customer,45,F,5,Graduate,Divorced,Less than $40K,Blue,26,5,2,1438.3,1226,85%,0.46962457108737343,0
720844008,Existing Customer,54,F,4,Graduate,Single,Less than $40K,Blue,45,2,2,1990,1747,88%,0.47297663113271066,0
714286383,Existing Customer,59,M,0,High School,Single,$120K +,Blue,36,3,3,3422,1039,30%,0.2110606498962042,0
718767183,Existing Customer,45,F,4,Post-Graduate,Unknown,Less than $40K,Blue,36,3,1,2192,1464,67%,0.6025991178845217,0
712707408,Existing Customer,43,F,2,Unknown,Married,Less than $40K,Blue,33,2,2,5152,1713,33%,0.40073362815713187,0
789859833,Existing Customer,41,M,4,Doctorate,Unknown,Less than $40K,Blue,31,2,1,2515,1767,70%,0.684560887,1
812411058,Attrited Customer,49,F,0,Uneducated,Single,Less than $40K,Blue,44,3,2,2094,0,0%,0.16645960954405076,0
712311258,Existing Customer,48,F,3,Uneducated,Single,$40K - $60K,Blue,36,3,3,1906,1259,66%,0.4645525969760638,0
778397358,Attrited Customer,42,M,5,Unknown,Married,$60K - $80K,Blue,22,2,4,5096,0,0%,0.6643593756663346,0
715340733,Existing Customer,39,M,1,High School,Unknown,$40K - $60K,Blue,28,2,4,2222,0,0%,0.29969222014254393,1
797495958,Existing Customer,42,F,3,Unknown,Unknown,$40K - $60K,Blue,36,2,2,3015,0,0%,0.33448983980750174,0
720384633,Existing Customer,48,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,2,3786,0,0%,0.48148572405221207,1
810868758,Existing Customer,39,M,3,Uneducated,Married,$40K - $60K,Blue,34,1,2,12078,1687,14%,0.6607886870615266,1
719105433,Existing Customer,48,F,3,College,Single,Unknown,Blue,38,3,3,6448,1087,17%,0.39433085951932473,0
715609533,Attrited Customer,47,F,3,Unknown,Single,Less than $40K,Blue,35,3,3,5398,0,0%,0.2806953645512365,0
712160058,Attrited Customer,59,F,2,Uneducated,Married,Less than $40K,Blue,51,5,4,1438.3,0,0%,0.3747667389946542,1
779130108,Attrited Customer,33,F,0,Uneducated,Single,$40K - $60K,Blue,15,2,6,1438.3,0,0%,0.14244444930053363,0
712335858,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,36,3,2,2620,2081,79%,0.4698529305198751,0
789643383,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,35,3,3,13435,0,0%,0.6257983127611749,0
717733158,Existing Customer,43,F,3,Doctorate,Married,Less than $40K,Blue,29,2,3,3186,2517,79%,0.5818484301329521,0
713205108,Existing Customer,42,F,4,Graduate,Married,$40K - $60K,Blue,27,1,1,1950,1062,55%,0.522292873,1
719749083,Existing Customer,63,M,0,Doctorate,Single,Less than $40K,Blue,54,2,0,7098,2224,31%,0.2844421308876838,1
811762383,Existing Customer,42,F,2,Graduate,Married,Less than $40K,Blue,37,2,1,2250,1788,80%,0.3625966354801873,0
708710283,Existing Customer,45,M,5,Doctorate,Married,$120K +,Silver,36,1,4,34516,2038,6%,0.9824720635498405,1
708542283,Existing Customer,58,F,1,Doctorate,Married,Less than $40K,Blue,47,3,4,2495,2061,83%,0.4857569803168925,0
720667383,Existing Customer,39,F,2,High School,Married,Less than $40K,Blue,32,3,1,3086,2213,72%,0.42790925945871133,0
822952158,Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,49,2,4,1520,0,0%,0.36429308028744944,0
716922633,Attrited Customer,38,M,2,Uneducated,Single,$120K +,Blue,30,3,4,4043,2517,62%,0.36423606565237987,1
709081683,Existing Customer,65,M,1,High School,Single,Less than $40K,Blue,54,1,3,4599,1438,31%,0.20918802370120781,0
710211783,Attrited Customer,38,F,4,Unknown,Married,Less than $40K,Blue,26,2,2,1438.3,0,0%,0.4722914256222448,0
720364158,Existing Customer,55,F,3,Graduate,Unknown,Unknown,Blue,36,3,3,7869,1251,16%,0.3439035811694243,1
713064783,Existing Customer,60,F,1,Unknown,Unknown,$40K - $60K,Blue,48,3,4,5362,2057,38%,0.19768031635400257,1
709873683,Existing Customer,60,M,0,Doctorate,Unknown,$40K - $60K,Silver,53,2,1,16541,1428,9%,0.30136473020030236,0
758106108,Existing Customer,45,F,2,Uneducated,Single,Less than $40K,Blue,38,2,1,7486,1758,24%,0.28208545859297063,0
711445233,Existing Customer,42,F,5,Uneducated,Single,Less than $40K,Blue,36,3,1,1438.3,0,0%,0.5677646624473921,1
778912683,Existing Customer,51,F,2,Graduate,Single,Unknown,Blue,32,3,1,8365,1504,18%,0.3490847276732126,1
780496833,Attrited Customer,56,F,1,College,Single,Less than $40K,Blue,43,2,2,2846,0,0%,0.3220653792011535,1
720057183,Existing Customer,49,F,4,Doctorate,Single,Less than $40K,Blue,42,1,4,7789,957,12%,0.5920546460500029,0
789081408,Attrited Customer,44,F,4,Uneducated,Single,Less than $40K,Blue,32,3,4,1438.3,170,12%,0.5341475480850024,0
720634683,Attrited Customer,48,F,2,College,Married,Unknown,Blue,37,2,4,2220,0,0%,0.535515945,0
808732458,Existing Customer,48,M,3,Unknown,Married,$120K +,Blue,43,3,0,6626,1558,24%,0.5093083652316392,1
719947533,Existing Customer,46,F,2,Graduate,Married,Unknown,Blue,36,2,1,5547,0,0%,0.4568842819135212,0
715452408,Existing Customer,37,F,2,Graduate,Divorced,Less than $40K,Blue,36,3,3,1734,987,57%,0.29623430799784733,1
718103733,Existing Customer,41,F,4,Unknown,Married,Less than $40K,Blue,31,3,4,2934,933,32%,0.5463972496027715,1
788705358,Existing Customer,44,M,4,High School,Married,$120K +,Blue,33,1,4,14527,2070,14%,0.7531961613226688,1
772105608,Existing Customer,48,F,4,Uneducated,Single,Less than $40K,Blue,37,3,4,2646,872,33%,0.5095724076538702,1
718396533,Existing Customer,47,M,3,College,Single,$80K - $120K,Blue,38,3,3,8185,1556,19%,0.5917560739093648,1
712949733,Existing Customer,46,M,5,High School,Single,$40K - $60K,Blue,37,2,3,6340,1985,31%,0.5887641236409165,1
772036233,Existing Customer,62,M,1,Graduate,Single,$80K - $120K,Blue,51,2,3,5711,0,0%,0.31298607767137915,0
713285058,Existing Customer,46,F,3,Doctorate,Single,Less than $40K,Blue,34,3,4,2258,1600,71%,0.5510722019974753,0
710289783,Attrited Customer,43,F,2,Uneducated,Divorced,Less than $40K,Blue,25,2,4,2086,2007,96%,0.3358940417192347,0
780390108,Existing Customer,44,F,3,College,Married,$40K - $60K,Blue,34,1,2,3256,1013,31%,0.5423649681553195,1
720585183,Existing Customer,50,M,3,High School,Married,$60K - $80K,Blue,35,3,2,14854,2136,14%,0.7288198790876602,1
711831558,Existing Customer,49,M,4,College,Divorced,$120K +,Blue,41,1,1,7184,1207,17%,0.45623783231954174,1
710854008,Existing Customer,48,M,3,Unknown,Unknown,$40K - $60K,Blue,37,2,4,6541,1119,17%,0.3835532094249557,1
717017808,Existing Customer,62,M,0,Uneducated,Single,$40K - $60K,Blue,52,1,2,9065,641,7%,0.31498169520746877,0
823615983,Attrited Customer,54,M,2,Uneducated,Single,$40K - $60K,Blue,50,1,3,3682,2517,68%,0.29421351219418035,0
807587433,Attrited Customer,56,F,2,Doctorate,Married,Less than $40K,Blue,51,6,5,1438.3,0,0%,0.5038718158113329,1
709987683,Attrited Customer,46,F,4,Graduate,Married,Unknown,Blue,36,3,4,2286,0,0%,0.5264422635751469,0
714435408,Existing Customer,57,M,3,High School,Single,$80K - $120K,Blue,38,3,1,12663,1028,8%,0.6537520103295742,1
718994583,Existing Customer,48,F,2,College,Single,Less than $40K,Blue,35,3,1,1438.3,816,57%,0.30029489288147326,1
793616883,Existing Customer,39,F,5,Graduate,Single,Less than $40K,Blue,33,2,2,1438.3,668,46%,0.5416625903129684,0
779978283,Existing Customer,45,F,3,High School,Married,Unknown,Blue,34,2,1,5056,0,0%,0.46232352617265604,0
713370033,Attrited Customer,53,F,0,Graduate,Single,Less than $40K,Blue,40,1,4,1438.3,0,0%,0.1564979965415609,0
710482533,Existing Customer,26,M,0,Unknown,Married,$120K +,Blue,17,2,1,30928,2005,7%,0.3573215812763417,0
778830933,Existing Customer,40,M,3,Graduate,Married,$80K - $120K,Blue,21,2,0,1804,1040,58%,0.44910065731867316,0
736145283,Existing Customer,43,M,2,College,Married,$80K - $120K,Blue,24,1,4,1669,0,0%,0.6269131099086305,1
778718658,Existing Customer,33,F,2,High School,Divorced,Unknown,Blue,15,3,4,9725,0,0%,0.4665967159111523,1
719482008,Existing Customer,45,M,1,Uneducated,Single,$60K - $80K,Blue,35,3,2,21696,1036,5%,0.49847254024422594,1
715004808,Existing Customer,49,F,2,High School,Married,Less than $40K,Blue,39,3,1,2992,1845,62%,0.4246516181303299,0
720014358,Existing Customer,38,F,1,Doctorate,Single,Less than $40K,Blue,26,2,4,1934,985,51%,0.3836997136085599,0
718208358,Existing Customer,43,M,5,Uneducated,Married,$120K +,Blue,31,3,4,34516,830,2%,0.7571077095016177,1
713380308,Existing Customer,42,F,4,Uneducated,Single,Less than $40K,Blue,36,2,1,1734,0,0%,0.5181451580431823,0
716477133,Existing Customer,42,F,4,Uneducated,Single,Less than $40K,Blue,32,3,4,1438.3,838,58%,0.41975375711951857,0
713949858,Attrited Customer,39,F,2,Doctorate,Married,Less than $40K,Blue,36,3,4,1438.3,886,62%,0.48891880700082707,0
827619933,Existing Customer,48,M,2,Uneducated,Single,$40K - $60K,Blue,44,1,2,9673,0,0%,0.5028616258007829,1
779135808,Existing Customer,56,F,2,Doctorate,Single,$40K - $60K,Blue,38,1,4,3609,1026,28%,0.5111791646076546,1
719751483,Attrited Customer,39,F,2,Uneducated,Single,Less than $40K,Blue,36,3,1,1438.3,576,40%,0.27839264876934067,1
708219858,Existing Customer,39,M,2,Graduate,Single,$40K - $60K,Blue,26,3,2,6423,0,0%,0.37016349378534424,0
779681433,Attrited Customer,48,F,3,Graduate,Married,$40K - $60K,Blue,31,3,4,14899,0,0%,0.7118723243445177,1
720169383,Existing Customer,52,F,2,College,Married,$40K - $60K,Blue,41,1,1,3224,2111,66%,0.4647898913377218,0
718056033,Existing Customer,44,F,3,High School,Married,Less than $40K,Blue,34,3,2,4135,1606,39%,0.47331246166136576,1
789226683,Existing Customer,44,M,1,Unknown,Married,$60K - $80K,Blue,33,2,3,4969,1187,24%,0.4443272648198998,0
822902508,Existing Customer,41,F,3,College,Single,$40K - $60K,Blue,37,3,3,8376,1219,15%,0.4570919699926102,0
780462183,Existing Customer,44,M,2,Unknown,Single,$80K - $120K,Blue,31,5,2,3454,2065,60%,0.3739851965058271,0
715502808,Existing Customer,42,M,3,High School,Married,$80K - $120K,Blue,36,3,2,25944,1987,8%,0.779115658,0
788755158,Existing Customer,49,M,3,High School,Married,$60K - $80K,Blue,29,3,1,1438.3,535,37%,0.5123361273760879,1
780038058,Attrited Customer,38,F,0,High School,Single,Less than $40K,Blue,22,2,5,1556,0,0%,0.14648112846264238,0
709536483,Attrited Customer,57,M,3,Graduate,Married,$60K - $80K,Blue,49,0,3,8701,215,3%,0.5906723290985479,0
712563408,Attrited Customer,33,M,2,Uneducated,Single,$40K - $60K,Blue,18,1,6,5600,2517,45%,0.21524067526472254,0
771222558,Existing Customer,45,F,3,Graduate,Unknown,Less than $40K,Blue,32,1,3,2900,2018,70%,0.44390520041971543,1
708145908,Existing Customer,61,F,0,Graduate,Married,$40K - $60K,Blue,50,3,0,4906,2185,45%,0.19026909075533616,0
717755058,Existing Customer,41,F,4,Doctorate,Single,Less than $40K,Blue,36,3,4,2687,1317,49%,0.6080257300790791,1
789109983,Existing Customer,40,F,3,High School,Divorced,$40K - $60K,Blue,28,1,4,4464,1418,32%,0.41444811609613114,1
802600233,Existing Customer,51,F,2,Graduate,Single,$40K - $60K,Blue,45,1,3,1438.3,869,60%,0.3754660103782063,0
720449208,Existing Customer,34,F,1,College,Married,Less than $40K,Blue,16,1,4,2221,1814,82%,0.4295327260253684,1
719557983,Existing Customer,42,M,4,Uneducated,Married,$60K - $80K,Blue,36,3,3,2966,2371,80%,0.5990226936014735,0
766111383,Existing Customer,38,F,2,High School,Married,$40K - $60K,Blue,31,2,4,1593,1091,69%,0.4145565366056254,1
789367083,Existing Customer,41,F,2,Uneducated,Single,Less than $40K,Blue,31,3,3,2450,1490,61%,0.3632290282439563,0
710538183,Existing Customer,53,F,3,Graduate,Divorced,Less than $40K,Blue,42,2,4,1529,563,37%,0.31615482850342913,1
708534033,Existing Customer,45,F,3,Graduate,Single,$40K - $60K,Blue,36,2,2,6274,883,14%,0.4562144910746233,1
716739258,Existing Customer,43,F,4,Unknown,Single,Less than $40K,Blue,33,2,4,1438.3,0,0%,0.4968930440005032,1
788940558,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,27,1,2,2134,1085,51%,0.5291533038121722,0
714722808,Existing Customer,50,M,1,College,Married,$80K - $120K,Blue,33,3,2,17158,1211,7%,0.6681173669718006,0
713249883,Existing Customer,51,F,2,Uneducated,Married,$40K - $60K,Blue,36,3,3,3359,873,26%,0.4317391719064285,1
714207483,Existing Customer,47,M,3,Graduate,Married,$80K - $120K,Blue,41,1,4,11997,1424,12%,0.8420761199552422,1
720068808,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Blue,32,3,2,3302,1980,60%,0.3086947293802068,0
778601733,Attrited Customer,55,F,3,High School,Single,$40K - $60K,Blue,47,4,3,2687,1689,63%,0.4421474821373541,0
709779258,Existing Customer,53,F,3,Post-Graduate,Married,Less than $40K,Blue,43,3,4,1438.3,0,0%,0.5241768091857865,1
713696808,Attrited Customer,46,F,3,High School,Married,Less than $40K,Blue,39,3,0,1801,316,18%,0.4134844432389713,1
720044658,Attrited Customer,53,M,1,Post-Graduate,Single,$60K - $80K,Blue,46,2,4,4573,2076,45%,0.4824811779887872,1
716373483,Attrited Customer,48,F,5,Graduate,Married,Less than $40K,Blue,40,3,2,2860,2517,88%,0.5611610228305098,0
714305508,Existing Customer,46,F,3,Uneducated,Married,$40K - $60K,Blue,36,3,2,13387,0,0%,0.7182557114277638,0
712202433,Existing Customer,46,F,2,High School,Single,Less than $40K,Blue,36,3,4,2283,1020,45%,0.3393468056952851,0
716600733,Attrited Customer,47,F,4,Unknown,Married,Less than $40K,Blue,36,3,3,2033,228,11%,0.5126426487709725,1
778372158,Existing Customer,49,F,5,High School,Married,$40K - $60K,Blue,33,3,2,2506,1549,62%,0.7123625618684337,1
714176133,Existing Customer,47,F,1,Uneducated,Single,Less than $40K,Blue,36,2,3,1438.3,735,51%,0.26503082442926684,0
708969633,Existing Customer,42,M,4,Uneducated,Unknown,$80K - $120K,Blue,36,5,1,2447,2195,90%,0.5563298648640433,0
715765758,Existing Customer,54,F,2,Uneducated,Single,Less than $40K,Blue,41,2,4,1438.3,814,57%,0.34920821402597885,0
803097333,Existing Customer,41,M,2,Graduate,Married,$80K - $120K,Blue,35,3,4,10873,1514,14%,0.6566745916191712,0
710411358,Attrited Customer,39,F,4,College,Married,$40K - $60K,Blue,28,2,4,7596,2199,29%,0.5667699649967955,1
715660308,Attrited Customer,54,F,3,College,Married,Less than $40K,Blue,44,3,2,2921,2412,83%,0.5789329096235961,1
711866358,Existing Customer,42,F,3,High School,Single,$40K - $60K,Blue,30,2,3,10136,0,0%,0.5632489368180035,1
710738883,Existing Customer,52,F,3,High School,Married,Less than $40K,Blue,36,2,3,2187,1094,50%,0.5095735595219298,0
717822108,Existing Customer,60,F,0,Uneducated,Single,Less than $40K,Blue,48,2,3,3302,2517,76%,0.10390882014902587,0
714407058,Existing Customer,40,M,3,Uneducated,Divorced,$80K - $120K,Blue,29,2,1,30997,2330,8%,0.5620101654490359,1
710744433,Existing Customer,48,F,1,Uneducated,Single,Less than $40K,Blue,38,2,0,2578,2424,94%,0.26302478661253814,0
778959258,Attrited Customer,51,F,1,Unknown,Married,Less than $40K,Blue,32,3,3,1438.3,0,0%,0.3534879872408352,1
713320008,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Blue,37,3,2,3034,468,15%,0.4077460249186238,0
766795983,Existing Customer,46,F,1,Unknown,Single,Less than $40K,Blue,40,2,2,1438.3,0,0%,0.20951019638385215,0
716256483,Existing Customer,50,F,2,Graduate,Single,Unknown,Blue,36,2,4,2611,1824,70%,0.3320196769597752,0
712364283,Existing Customer,54,F,2,Doctorate,Married,$40K - $60K,Blue,43,3,2,2222,1398,63%,0.5589480834420799,0
714620358,Attrited Customer,37,F,2,Graduate,Divorced,Less than $40K,Blue,30,3,4,3328,2517,76%,0.2719148562743289,0
709145958,Attrited Customer,43,F,3,Unknown,Married,Less than $40K,Blue,36,2,2,2440,1002,41%,0.4024794625315944,0
709787733,Existing Customer,54,F,4,College,Single,Unknown,Blue,48,2,2,9723,1307,13%,0.6637083711544873,1
809071083,Existing Customer,60,F,1,Graduate,Single,Less than $40K,Blue,55,1,0,2346,2150,92%,0.20175995130756713,1
721165608,Existing Customer,51,M,2,Graduate,Married,$60K - $80K,Silver,36,6,3,26142,0,0%,0.35515182021753133,0
716668308,Attrited Customer,39,F,4,High School,Single,Unknown,Blue,36,2,4,12405,0,0%,0.6438814765543404,0
708760458,Existing Customer,47,M,1,High School,Single,$80K - $120K,Blue,36,3,4,17655,0,0%,0.5096555529858279,1
720333783,Existing Customer,51,F,2,Unknown,Married,Less than $40K,Blue,33,1,4,4941,786,16%,0.30496170027190667,0
